ID,Age,Gender,Ethnicity,parent edu,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,GradeClass
1799,17,female,Asian,bachelor,8.592054869,23,no,2,0,0,0,0,1.154410009,4
1800,15,male,Asian,none,11.08645196,8,no,2,1,1,0,0,2.789099828,2
1801,17,female,CaucAsian,bachelor,6.574919767,11,no,1,0,0,0,0,1.538689251,4
1802,15,male,Asian,bachelor,14.40867404,5,no,3,1,0,0,0,3.05607009,1
1803,17,male,African American,bachelor,12.87541216,27,yes,1,0,0,0,0,0.740896702,4
1804,18,female,CaucAsian,none,6.656367222,12,no,4,0,0,0,0,2.49968118,3
1805,15,male,CaucAsian,high school,15.09745058,25,yes,2,1,0,0,0,0.89524998,4
1806,17,male,CaucAsian,bachelor,12.97390085,27,no,3,1,0,1,0,0.774284814,4
1807,18,male,CaucAsian,bachelor,12.74890757,7,yes,3,0,1,0,0,3.014802534,1
1808,15,male,African American,high school,11.06855402,14,no,3,0,0,0,0,1.821442174,4
1809,18,female,Asian,high school,0.227793362,5,no,4,0,0,0,0,2.543009095,2
1810,16,female,CaucAsian, school,13.93014367,26,no,1,1,0,0,0,0.64545438,4
1811,16,female,CaucAsian,bachelor,7.520835822,5,no,0,0,0,0,0,2.631367841,2
1812,15,female,others,high school,18.8521942,3,no,0,1,0,0,0,2.712420466,2
1813,17,female,CaucAsian,high school,16.35969542,10,no,3,0,1,0,0,2.672755461,2
1814,15,female,CaucAsian,high school,11.75388939,20,no,4,0,0,1,0,1.714811785,4
1815,18,female,African American, school,5.043639636,29,yes,2,1,0,0,0,0.210979179,4
1816,17,female,African American,bachelor,4.074347866,17,no,3,1,0,0,0,1.859071573,4
1817,16,female,CaucAsian,bachelor,6.807696754,2,no,0,0,1,0,0,2.672866707,2
1818,17,female,CaucAsian,bachelor,9.531358872,2,no,1,1,0,0,0,2.719201157,2
1819,16,male,CaucAsian,high school,5.921310201,29,no,3,1,0,0,0,0.736992886,4
1820,17,female,African American, school,10.29858991,11,yes,0,1,0,0,0,2.295213478,3
1821,17,male,African American,bachelor,3.30740851,26,yes,2,1,1,0,0,0.840690941,4
1822,17,male,CaucAsian,high school,19.55425626,20,yes,3,0,1,0,0,2.131628504,3
1823,18,male,African American,high school,2.158491099,29,yes,3,1,1,1,1,0.992296574,4
1824,18,male,Asian,bachelor,18.63888279,20,no,2,1,1,0,0,1.451872243,4
1825,15,female,CaucAsian, school,18.27156023,5,no,3,0,0,1,1,2.860396826,2
1826,15,male,CaucAsian,high school,10.50720964,20,no,2,0,0,0,0,1.182565054,4
1827,16,female,African American, school,14.49820544,27,yes,0,0,0,0,0,0.130654238,4
1828,18,female,CaucAsian,bachelor,8.720965959,5,yes,3,1,0,0,0,3.362716215,1
1829,16,male,CaucAsian,high school,12.60069155,7,no,1,1,0,0,1,2.251847104,3
1830,15,female,African American,none,6.811518748,14,no,0,0,1,0,0,1.688476384,4
1831,16,male,Asian,high school,6.023180396,17,yes,2,0,0,0,1,1.815401718,4
1832,15,male,Asian,bachelor,11.56459572,19,no,3,0,0,0,0,1.494869559,4
1833,18,female,African American,high school,9.962593484,28,yes,1,0,1,0,0,0,4
1834,17,female,Asian,high school,11.59072738,15,no,0,0,0,0,1,1.571786434,4
1835,18,male,CaucAsian,bachelor,5.733211626,5,no,1,0,0,0,1,2.234685549,3
1836,16,female,African American,bachelor,7.339156636,27,no,2,1,0,0,0,0.508656501,4
1837,16,female,CaucAsian,high school,1.677959213,20,no,2,0,0,0,0,0.70167991,4
1838,18,female,CaucAsian,bachelor,1.045527445,16,no,1,1,1,0,0,1.817789572,4
1839,18,male,Asian,bachelor,5.069142593,8,no,3,0,0,0,0,2.337558462,3
1840,15,male,African American,bachelor,1.484937187,18,yes,3,1,1,0,0,1.763324116,4
1841,16,female,CaucAsian, school,2.075494173,17,no,3,0,0,0,0,1.580149839,4
1842,16,female,others,high school,16.25856811,24,yes,2,1,0,0,0,1.513660413,4
1843,18,female,CaucAsian, school,0.77747394,22,no,2,0,0,1,0,0.546839868,4
1844,17,female,CaucAsian,bachelor,13.17885588,4,yes,2,0,0,0,0,3.112170722,1
1845,16,female,CaucAsian,bachelor,5.451154976,27,no,2,0,0,0,0,0.30759406,4
1846,17,male,Asian,bachelor,17.43091361,5,no,0,0,0,0,0,2.22851143,3
1847,18,female,Asian,bachelor,9.699845692,11,no,3,1,0,0,1,2.506415414,2
1848,18,male,CaucAsian,high school,6.111529187,10,no,2,0,0,0,0,1.977538044,4
1849,15,female,African American,bachelor,10.35277871,15,yes,1,1,0,0,0,2.340811013,3
1850,16,male,CaucAsian,bachelor,7.639160381,19,no,1,0,0,0,1,1.26112824,4
1851,17,female,Asian,bachelor,11.28602129,16,no,1,1,0,1,0,1.783001896,4
1852,15,male,CaucAsian,high school,2.290657367,19,yes,4,0,0,0,0,1.501240092,4
1853,16,female,CaucAsian, school,19.93981006,8,no,1,0,1,0,1,2.239253985,3
1854,15,male,others,bachelor,8.511117554,0,yes,3,0,1,0,0,3.823801328,0
1855,18,male,CaucAsian,none,6.964612794,25,no,2,1,1,0,1,0.895261805,4
1856,16,male,CaucAsian,bachelor,14.20419697,2,yes,3,0,1,0,0,3.532640383,0
1857,15,male,African American,bachelor,7.27798813,20,no,2,0,0,0,0,1.022641734,4
1858,15,male,others,bachelor,16.6654861,22,yes,4,0,0,0,0,1.960538709,4
1859,17,male,CaucAsian,bachelor,9.085414487,8,no,1,0,1,1,0,2.745491801,2
1860,15,female,CaucAsian, school,14.39116827,21,no,2,0,0,1,1,1.554112899,4
1861,16,male,CaucAsian,high school,2.149064329,18,no,1,0,0,0,0,0.706825346,4
1862,16,female,African American,bachelor,16.92238371,12,no,2,1,1,0,0,2.823600085,2
1863,17,female,CaucAsian, school,14.71435974,22,no,2,1,0,1,0,1.293408827,4
1864,16,female,African American, school,4.234335569,13,no,3,1,0,0,0,2.126276926,3
1865,18,female,others,bachelor,2.905720195,19,no,2,0,0,0,0,1.112671201,4
1866,16,female,CaucAsian, school,6.325846975,18,yes,0,0,0,1,0,1.261587709,4
1867,16,male,CaucAsian,none,19.52141172,29,no,3,1,1,0,0,1.078485135,4
1868,15,male,CaucAsian, school,5.136631491,22,yes,2,0,0,0,1,0.675458391,4
1869,15,male,CaucAsian,high school,9.122544179,26,no,1,0,1,1,0,0.68547287,4
1870,16,female,Asian,high school,0.600404514,26,no,4,1,1,1,0,1.020926365,4
1871,17,male,CaucAsian,high school,7.944550591,6,yes,4,0,0,0,0,3.427620858,1
1872,15,male,CaucAsian,bachelor,11.42640031,3,yes,3,0,0,0,0,3.248572792,1
1873,17,male,African American,high school,19.06249225,11,no,3,0,0,0,0,2.278951505,3
1874,16,male,CaucAsian,high school,10.3347209,22,no,0,0,1,0,0,0.833079022,4
1875,16,male,African American,high school,16.38214652,26,no,4,0,0,0,0,0.857092794,4
1876,18,female,CaucAsian,high school,10.94255285,13,no,2,0,1,0,0,1.744497663,4
1877,15,male,Asian,bachelor,0.815700269,1,no,1,0,0,1,1,2.806877505,2
1878,16,female,others,bachelor,6.300165504,0,no,3,1,0,1,0,3.490543307,1
1879,18,female,African American,high school,11.51099016,27,no,1,0,1,0,0,0.693964852,4
1880,15,female,others,bachelor,19.01187932,17,no,2,1,0,0,0,2.161558737,3
1881,16,female,CaucAsian, school,17.1826072,19,yes,1,0,0,0,0,1.893344472,4
1882,16,female,CaucAsian,bachelor,4.567112284,7,yes,2,1,0,1,0,2.882958071,2
1883,15,male,African American,high school,4.4021966,2,no,2,1,1,0,1,3.270373861,1
1884,15,male,African American,bachelor,4.023459342,25,no,2,1,1,1,0,1.0270156,4
1885,15,male,CaucAsian,high school,18.44997793,5,no,0,1,1,0,1,2.489668902,3
1886,16,female,CaucAsian,high school,17.05332306,21,yes,2,0,0,0,0,1.708798771,4
1887,16,male,CaucAsian,high school,15.49766865,12,no,2,0,0,1,0,2.324093257,3
1888,18,male,CaucAsian, school,7.854702284,8,no,1,0,0,0,0,2.197491146,3
1889,17,female,CaucAsian,high school,10.08761409,8,no,4,0,0,0,1,2.5001133,2
1890,15,female,Asian,none,9.286634896,19,no,2,0,0,0,0,1.050005852,4
1891,16,female,CaucAsian,high school,5.067962151,8,no,3,0,0,1,1,2.438440919,3
1892,16,female,CaucAsian, school,10.10056092,14,yes,1,0,0,0,0,1.914601844,4
1893,15,male,African American,bachelor,0.609930957,12,no,2,1,1,0,0,1.62783713,4
1894,17,female,African American,high school,2.63620747,21,no,1,1,1,0,0,1.069524152,4
1895,15,female,Asian,bachelor,17.73179192,15,no,2,0,1,0,0,2.369652313,3
1896,17,male,African American,bachelor,15.03359534,1,no,1,0,0,0,0,2.974740695,2
1897,16,male,CaucAsian,bachelor,8.457368181,25,no,2,1,0,0,0,0.357808892,4
1898,17,female,Asian,high school,10.34300725,13,no,2,0,0,1,1,1.92255149,4
1899,18,male,African American, school,7.399977719,26,no,1,0,0,0,0,0.330966908,4
1900,16,female,CaucAsian,high school,14.81559734,5,yes,3,0,0,0,1,3.219685483,1
1901,18,female,African American,bachelor,15.68374358,1,yes,4,0,1,0,0,3.951459951,0
1902,15,male,others,none,15.2657038,7,no,1,0,0,0,0,2.795210553,2
1903,15,male,CaucAsian,high school,14.4522345,3,yes,3,1,0,0,0,3.561743268,0
1904,15,female,CaucAsian,high school,4.090086774,20,yes,3,0,0,0,0,1.361088227,4
1905,17,female,CaucAsian,bachelor,6.759399585,23,no,2,0,0,1,0,0.738958982,4
1906,16,female,CaucAsian,none,9.3969087,13,no,3,1,0,0,1,2.320772544,3
1907,15,male,CaucAsian,bachelor,6.615859829,10,no,4,1,0,0,0,2.837891418,2
1908,15,female,African American,high school,15.098804,23,no,2,0,0,0,1,0.827339491,4
1909,16,female,CaucAsian,bachelor,6.587070485,27,yes,3,1,0,0,1,0.875883705,4
1910,15,female,others, school,2.764641736,13,no,3,1,0,0,0,1.467968316,4
1911,18,female,Asian,bachelor,7.980809041,11,no,2,1,0,1,0,2.122102757,3
1912,16,female,African American,bachelor,19.59828866,15,no,2,1,0,0,0,2.481813409,3
1913,16,male,Asian,bachelor,4.517628259,5,no,4,1,0,0,0,2.876083673,2
1914,16,female,CaucAsian,high school,12.24317318,19,no,3,0,1,0,0,1.662692199,4
1915,18,female,CaucAsian, school,8.659460997,0,no,1,1,0,0,0,2.964058726,2
1916,16,female,African American,high school,1.420491353,11,no,1,1,0,1,0,2.032178463,3
1917,18,female,Asian,bachelor,9.75753212,6,yes,4,0,1,0,0,3.207819245,1
1918,16,male,Asian,bachelor,14.04328657,7,yes,0,0,0,0,0,2.553484846,2
1919,17,male,CaucAsian,high school,10.26439952,8,yes,3,1,1,0,0,3.128858646,1
1920,15,male,others,high school,17.44212127,1,yes,1,1,1,0,0,4,0
1921,17,female,CaucAsian,bachelor,5.778740333,16,yes,0,0,0,0,1,1.357062701,4
1922,15,female,Asian, school,1.724983426,19,no,0,0,1,0,0,0.684887998,4
1923,18,male,others, school,18.73131223,12,no,2,1,0,0,0,2.234696287,3
1924,17,male,CaucAsian,bachelor,7.563926991,4,no,0,0,0,0,1,1.953200561,4
1925,16,male,Asian,bachelor,11.52811103,9,no,2,0,1,0,0,2.470924003,3
1926,15,female,CaucAsian, school,15.84006252,11,no,3,0,1,0,0,2.512488759,2
1927,15,female,CaucAsian,none,6.486273278,16,yes,2,0,0,1,0,2.097251578,3
1928,17,male,African American,high school,14.32329076,20,no,3,1,0,0,1,1.345131463,4
1929,18,male,African American,bachelor,2.708376996,5,no,2,0,0,0,1,2.241727972,3
1930,17,male,others, school,5.825874944,2,no,2,0,0,0,0,2.637348955,2
1931,18,female,African American, school,2.894212723,27,no,2,0,0,1,0,0.286110039,4
1932,18,female,CaucAsian,bachelor,16.22461117,14,yes,2,0,1,0,0,2.084547707,3
1933,15,female,Asian,none,4.452984705,6,no,4,1,0,0,0,2.777885894,2
1934,17,male,others,bachelor,14.34807111,29,no,3,0,0,0,0,0.484183196,4
1935,17,male,CaucAsian,high school,18.86596794,5,no,2,0,0,0,0,2.875735286,2
1936,18,female,others,high school,10.55544418,3,yes,3,0,0,0,0,3.471337214,1
1937,17,male,CaucAsian,bachelor,10.80058385,18,no,2,0,0,0,0,1.318074459,4
1938,16,female,Asian,none,9.220671362,4,no,1,1,0,0,0,2.715908932,2
1939,16,male,CaucAsian, school,6.517802868,2,yes,2,0,1,0,0,3.474561845,1
1940,17,male,CaucAsian,bachelor,9.513100618,25,no,3,1,0,0,0,0.934942991,4
1941,17,male,CaucAsian,bachelor,12.05615065,24,no,2,0,0,0,1,0.51852243,4
1942,18,male,African American,none,19.71983144,8,no,3,0,1,0,0,2.726094629,2
1943,16,female,CaucAsian,high school,18.75529119,5,yes,2,1,0,0,0,3.09906465,1
1944,16,male,CaucAsian,none,17.24305917,12,no,2,1,0,0,0,2.073545292,3
1945,15,female,African American,higher,17.78261071,26,no,4,1,1,1,0,1.983133992,4
1946,18,female,others, school,9.356983666,21,no,2,0,0,0,0,0.766273679,4
1947,15,female,CaucAsian,bachelor,13.14888654,27,no,3,0,0,0,0,0.636132934,4
1948,16,male,CaucAsian,high school,17.90133446,29,no,3,1,1,1,0,1.148033413,4
1949,18,female,CaucAsian, school,7.8590153,19,no,4,0,1,1,0,1.75040468,4
1950,17,female,CaucAsian,high school,19.23524957,3,no,0,1,0,0,0,2.821108107,2
1951,18,female,Asian,high school,8.315721241,1,no,1,1,0,1,1,3.240512074,1
1952,17,male,Asian,bachelor,12.02165331,25,no,3,1,0,0,0,0.705861631,4
1953,17,male,African American, school,14.19609427,3,no,2,1,0,0,0,2.912722178,2
1954,18,female,CaucAsian,none,19.01184026,7,no,2,0,0,0,0,2.894723042,2
1955,17,male,Asian,high school,4.892325481,12,no,1,1,1,0,0,1.777279849,4
1956,15,female,African American, school,14.92261956,9,no,1,0,0,0,1,2.457187515,3
1957,16,female,Asian,high school,10.41631172,17,yes,2,0,0,0,0,1.939076537,4
1958,17,male,African American,high school,5.371142812,8,no,1,0,0,0,0,2.291686152,3
1959,15,female,Asian,bachelor,15.5321368,29,no,1,0,1,0,0,0.584740729,4
1960,17,male,African American, school,11.0444456,0,no,0,1,0,1,1,2.90546616,2
1961,16,male,CaucAsian,bachelor,13.21947641,12,no,1,1,0,0,0,1.738942134,4
1962,15,female,others,higher,6.458021372,17,yes,3,0,1,0,0,1.669807052,4
1963,16,male,African American,bachelor,9.625479037,14,no,3,0,0,0,0,1.648288922,4
1964,16,male,African American,none,12.34708502,1,no,0,1,0,0,1,2.71039131,2
1965,15,female,CaucAsian,higher,8.098216285,10,no,1,1,0,0,0,1.956169126,4
1966,15,female,African American,bachelor,3.967450797,28,no,2,1,1,0,0,0.672936198,4
1967,15,male,African American,high school,19.23280985,13,no,2,1,1,0,0,2.607172929,2
1968,18,male,CaucAsian,bachelor,10.2293508,21,no,3,1,0,1,0,1.5660205,4
1969,15,female,CaucAsian,high school,14.67840741,14,yes,3,0,0,0,0,2.197394592,3
1970,15,male,African American,none,8.220943871,13,yes,3,1,0,0,0,2.332971817,3
1971,15,male,Asian,none,7.102635281,15,no,2,1,0,0,0,1.773293697,4
1972,15,male,African American,bachelor,8.143285969,22,no,2,1,1,0,1,1.149649627,4
1973,17,male,CaucAsian, school,8.183932876,28,yes,3,0,0,0,0,0.840985451,4
1974,18,male,African American,bachelor,10.88360232,14,no,0,1,1,0,0,1.563574034,4
1975,16,male,CaucAsian,higher,10.8693974,18,no,0,0,0,0,0,0.870713478,4
1976,15,male,CaucAsian,high school,9.943076318,26,yes,0,0,1,1,0,0.613165988,4
1977,17,female,CaucAsian,high school,2.695715698,8,no,2,1,1,0,0,2.572391709,2
1978,17,female,CaucAsian,high school,9.92150957,4,no,1,0,0,0,0,2.307596623,3
1979,17,female,CaucAsian,high school,3.382078008,4,no,1,0,0,1,0,2.318046521,3
1980,16,female,CaucAsian,high school,2.522715726,10,no,3,1,0,0,0,2.310557286,3
1981,15,female,CaucAsian,bachelor,18.65291435,27,yes,4,1,1,1,1,1.585820037,4
1982,18,male,CaucAsian, school,12.09900026,19,no,1,1,0,1,0,1.63061374,4
1983,18,male,African American,higher,13.18980116,24,yes,2,0,1,1,0,1.5586322,4
1984,17,male,CaucAsian,high school,8.035873407,23,no,1,1,0,0,0,0.683505301,4
1985,16,male,CaucAsian, school,18.17961784,27,no,4,0,0,0,0,0.970912379,4
1986,16,female,Asian,high school,12.75860979,3,no,1,1,0,0,1,3.344626675,1
1987,16,male,CaucAsian,high school,15.38339739,19,no,3,0,1,0,0,1.885916652,4
1988,18,male,African American, school,7.371249381,17,no,1,1,0,0,0,1.469964557,4
1989,17,female,CaucAsian,bachelor,19.20023762,24,no,3,0,0,0,0,1.436375445,4
1990,15,male,CaucAsian,high school,16.4092258,2,yes,1,1,1,0,0,3.399542858,1
1991,18,male,African American,bachelor,17.07896926,3,yes,1,0,1,0,0,3.563535791,0
1992,17,female,African American,high school,3.443885349,13,no,1,1,1,1,0,2.07443875,3
1993,17,male,Asian,bachelor,5.419264157,6,no,1,0,0,0,0,2.504005287,2
1994,15,male,African American,bachelor,5.712531994,25,yes,3,1,0,0,0,0.966948807,4
1995,15,male,others,higher,5.418184465,7,no,3,0,0,0,0,2.691044205,2
1996,15,male,CaucAsian,none,17.10816324,23,no,2,0,1,0,0,0.864785084,4
1997,16,male,CaucAsian,high school,0.637695904,15,yes,4,1,0,0,0,1.993952453,4
1998,15,female,CaucAsian,bachelor,1.52199978,19,no,2,1,0,0,0,1.20017972,4
1999,17,female,CaucAsian,bachelor,5.478297413,14,no,4,0,1,0,0,2.195712898,3
2000,15,female,African American,high school,3.997459493,6,no,1,0,0,1,0,1.901266524,4
2001,17,female,African American,bachelor,4.637192278,25,no,4,1,0,1,0,0.839976524,4
2002,18,female,CaucAsian, school,15.95886379,16,no,0,1,0,0,1,1.362043769,4
2003,16,female,others, school,11.26253188,21,no,2,0,0,0,0,0.850743865,4
2004,18,male,Asian, school,0.115413226,21,yes,2,1,0,0,0,1.003365306,4
2005,18,female,CaucAsian, school,8.586455314,21,no,2,1,1,0,0,1.390539698,4
2006,17,female,CaucAsian,bachelor,8.157698537,11,no,2,0,1,0,1,2.439981326,3
2007,18,male,CaucAsian, school,2.278905389,17,no,2,0,0,1,0,1.243311716,4
2008,17,male,CaucAsian,high school,13.52283577,23,yes,4,1,0,0,0,1.964846656,4
2009,15,female,CaucAsian,high school,14.04194377,13,yes,4,1,0,0,0,2.688229331,2
2010,15,male,African American,high school,14.41786438,14,yes,4,1,1,0,0,2.739701667,2
2011,17,female,CaucAsian,bachelor,14.56941891,14,no,4,0,0,1,0,2.496121936,3
2012,15,male,CaucAsian,high school,0.001056539,4,yes,3,0,1,0,0,2.968807133,2
2013,16,female,others,higher,19.07841608,15,no,4,0,1,0,0,2.215944169,3
2014,18,male,African American,high school,16.28417534,4,no,3,1,0,0,0,3.503743265,0
2015,16,male,others,none,18.07963393,1,no,2,0,0,1,0,3.384729472,1
2016,18,female,CaucAsian,bachelor,0.312865906,19,no,3,0,0,0,0,1.41760401,4
2017,15,female,CaucAsian,none,18.67717592,27,yes,4,0,0,0,0,1.139337063,4
2018,16,female,African American,high school,16.19577057,24,no,3,0,0,0,0,0.769589864,4
2019,15,female,CaucAsian,high school,16.74438286,8,no,2,0,0,0,0,2.348443454,3
2020,18,female,CaucAsian,bachelor,1.865747694,21,no,0,0,0,0,1,0.32183143,4
2021,17,male,African American,bachelor,14.77556058,26,no,3,1,0,1,0,1.124137186,4
2022,17,female,African American,bachelor,19.19833379,8,no,4,0,0,0,0,2.717096954,2
2023,16,female,CaucAsian,bachelor,13.57094683,3,no,2,0,0,0,0,2.65654078,2
2024,15,male,CaucAsian,bachelor,11.41122809,14,no,1,0,0,0,0,1.527748066,4
2025,15,male,CaucAsian,high school,18.91259355,10,no,2,0,1,1,0,2.735672949,2
2026,16,female,CaucAsian,high school,8.858742435,0,yes,2,0,1,1,0,3.748102281,0
2027,17,male,CaucAsian,bachelor,11.98587133,17,yes,2,0,0,0,0,1.706212489,4
2028,18,male,CaucAsian,none,9.52676587,28,yes,3,0,0,0,0,0.959041523,4
2029,16,female,CaucAsian,none,18.65692443,0,yes,4,1,0,0,1,4,0
2030,18,male,others,bachelor,1.521694535,7,no,3,0,0,0,0,1.858924856,4
2031,17,male,African American,bachelor,10.02239402,24,yes,2,0,0,0,0,1.000775557,4
2032,15,female,Asian,high school,13.73904883,15,no,4,1,1,0,0,2.413651873,3
2033,17,female,CaucAsian,high school,15.83813077,25,yes,2,0,0,0,0,1.172191633,4
2034,16,male,CaucAsian, school,11.66037295,27,no,1,1,0,0,0,0.2759351,4
2035,15,male,CaucAsian, school,18.17835488,21,yes,2,0,1,0,0,1.90764038,4
2036,16,female,CaucAsian,bachelor,18.83982894,17,no,3,0,0,1,0,2.018579782,3
2037,16,male,CaucAsian,bachelor,1.286384464,21,no,3,0,0,0,0,0.91571218,4
2038,17,male,Asian,bachelor,8.047410791,8,no,4,1,1,0,0,3.12911664,1
2039,16,male,African American,higher,0.469180434,11,no,2,0,0,0,0,1.945989188,4
2040,17,female,African American,higher,6.588333147,18,yes,1,0,0,0,0,1.510058697,4
2041,15,male,CaucAsian,high school,10.73736436,24,no,0,0,1,0,0,0.153031812,4
2042,17,male,others, school,18.21589861,17,no,3,0,1,0,0,1.711984677,4
2043,15,female,CaucAsian,high school,16.93108645,26,yes,3,1,1,0,0,1.419977099,4
2044,17,male,CaucAsian,high school,2.549994533,4,no,2,0,1,0,0,2.438731253,3
2045,18,male,CaucAsian,bachelor,1.860607495,26,no,2,1,0,0,0,0.316755974,4
2046,18,female,Asian,bachelor,11.78534678,1,no,4,0,1,0,0,3.543315915,0
2047,16,female,others, school,10.64235945,6,no,4,1,1,0,0,3.125269662,1
2048,17,female,CaucAsian,none,5.327552829,26,yes,1,0,1,0,0,0.655011588,4
2049,17,female,Asian,bachelor,17.98906169,9,yes,3,1,1,0,0,3.511613863,0
2050,15,male,Asian, school,18.54732819,14,yes,3,0,0,1,0,2.862562819,2
2051,16,male,CaucAsian, school,8.052228767,24,no,1,1,1,1,0,1.116228461,4
2052,17,female,CaucAsian,high school,17.80605114,6,no,2,1,0,0,0,3.201181955,1
2053,16,female,CaucAsian,high school,7.678977885,27,no,1,0,0,0,0,0.100592148,4
2054,18,male,others,bachelor,14.73633664,4,yes,1,1,0,0,0,3.017133682,1
2055,17,female,CaucAsian,high school,9.518844351,14,no,3,1,1,0,0,2.220548509,3
2056,17,male,Asian,higher,2.45166313,19,no,2,1,0,0,1,1.111068462,4
2057,16,female,CaucAsian, school,18.55868402,27,no,2,0,1,0,0,0.991892391,4
2058,17,male,Asian,high school,9.081931868,19,no,2,0,0,0,0,1.175347658,4
2059,16,female,CaucAsian,high school,14.68974081,14,yes,0,1,0,0,0,2.292539642,3
2060,17,female,African American,none,7.343476289,9,no,3,0,0,0,1,2.294221357,3
2061,15,male,Asian, school,0.377617572,23,no,2,0,0,0,1,0.369920627,4
2062,16,female,Asian,high school,2.010607174,25,no,2,1,1,0,0,0.665741207,4
2063,17,male,Asian,bachelor,9.92438959,28,yes,4,0,0,0,0,0.728918814,4
2064,18,male,CaucAsian,bachelor,13.79928714,25,no,2,0,0,1,0,1.010198034,4
2065,17,male,African American,bachelor,6.694706532,13,no,3,0,0,0,0,1.829810546,4
2066,18,male,CaucAsian,none,13.90976918,25,no,2,1,0,0,0,0.94094722,4
2067,18,male,CaucAsian,high school,13.97271179,25,no,3,1,0,0,0,1.152866691,4
2068,15,female,African American, school,14.07871815,9,yes,3,1,0,0,0,3.030196983,1
2069,16,female,CaucAsian, school,9.85043708,16,no,1,1,0,0,0,1.757091954,4
2070,17,male,African American,bachelor,18.297723,20,yes,3,0,0,1,0,1.966123443,4
2071,15,female,others,none,9.78393036,13,no,0,0,0,0,1,1.301643736,4
2072,17,male,CaucAsian,high school,9.00530387,1,yes,4,0,1,1,0,3.772896608,0
2073,18,female,African American,bachelor,3.98761638,15,yes,2,0,1,1,0,1.922165909,4
2074,16,female,CaucAsian,high school,6.153101747,12,no,3,0,0,0,0,1.789036776,4
2075,17,female,CaucAsian, school,0.84668985,26,no,2,1,0,0,1,0.632988118,4
2076,17,female,CaucAsian,bachelor,12.67070587,8,no,3,1,0,1,0,2.850435292,2
2077,18,male,others,none,4.970714879,6,no,4,0,0,0,0,2.684821287,2
2078,17,male,Asian, school,6.08310509,15,no,3,1,0,0,0,1.89934025,4
2079,17,female,others,higher,15.41629043,9,no,1,1,0,0,0,2.454306702,3
2080,18,female,others,none,6.544423663,23,yes,2,1,0,0,0,1.208332283,4
2081,15,male,CaucAsian,bachelor,4.84391784,21,no,2,0,1,0,0,1.526916046,4
2082,18,female,CaucAsian,high school,3.381154983,8,yes,2,0,1,0,0,2.686716754,2
2083,15,male,African American,high school,15.49716804,21,no,2,0,0,1,0,1.130785359,4
2084,16,male,CaucAsian,high school,2.59412516,22,no,2,0,0,0,0,0.741103055,4
2085,15,male,CaucAsian,bachelor,9.075075205,6,yes,2,0,0,1,0,2.893400295,2
2086,15,female,CaucAsian,higher,10.13860232,15,no,1,1,0,0,0,1.376380688,4
2087,16,male,African American,bachelor,13.74779825,8,no,2,0,0,0,0,1.935602561,4
2088,15,female,African American,none,12.66566965,26,yes,1,0,1,1,0,1.058311352,4
2089,18,male,CaucAsian,bachelor,16.21441346,23,yes,1,0,1,0,0,1.230428756,4
2090,15,female,CaucAsian,high school,0.895028679,28,no,3,1,0,0,0,0.14706887,4
2091,16,female,African American, school,5.928814496,16,no,0,0,1,0,1,1.169690514,4
2092,18,female,African American,bachelor,5.602682376,19,no,2,0,0,0,0,1.016215042,4
2093,16,male,CaucAsian,high school,2.920338112,6,no,2,1,0,1,0,2.521027735,2
2094,16,male,Asian,high school,5.783565077,10,no,2,0,0,0,0,2.027841922,3
2095,17,female,CaucAsian,bachelor,6.195306283,7,no,3,1,0,0,0,2.670947554,2
2096,17,female,CaucAsian,high school,10.43768924,6,no,2,0,1,0,0,2.872879366,2
2097,16,female,Asian,bachelor,13.27408958,27,yes,1,0,1,0,0,1.029648645,4
2098,16,male,African American,high school,7.622010272,18,yes,3,0,0,0,0,1.757497313,4
2099,16,male,CaucAsian,high school,14.38940463,19,no,4,1,1,0,0,1.895283343,4
2100,17,male,African American,bachelor,6.723306772,11,no,0,1,1,0,1,2.035367286,3
2101,17,male,African American, school,5.805673546,6,no,2,0,0,0,0,2.053147894,3
2102,15,female,Asian, school,10.82376112,7,no,2,0,0,0,0,2.329719254,3
2103,15,female,Asian,high school,0.474327206,6,no,1,0,1,0,0,1.756211553,4
2104,16,male,African American,high school,1.595782473,5,no,2,1,1,1,0,2.827342954,2
2105,18,male,CaucAsian,high school,8.359390872,24,no,3,0,0,0,0,0.693712512,4
2106,18,female,CaucAsian,bachelor,18.85825423,8,yes,1,0,0,1,0,2.953961922,2
2107,17,male,CaucAsian,bachelor,14.4302356,26,yes,4,0,0,0,0,0.989468441,4
2108,17,male,CaucAsian, school,1.76253139,12,yes,2,0,1,0,0,2.137068106,3
2109,17,male,African American, school,16.92636026,6,no,2,1,1,0,0,3.032105333,1
2110,16,male,African American,high school,14.64601541,7,no,3,1,0,0,0,2.804363175,2
2111,18,male,CaucAsian,bachelor,12.21893051,21,no,0,0,0,0,0,0.612802502,4
2112,15,male,CaucAsian, school,16.40585921,16,yes,2,0,1,0,0,2.20223294,3
2113,16,female,CaucAsian, school,8.082196955,16,no,2,0,0,0,0,1.410262038,4
2114,15,male,CaucAsian,none,4.430021017,15,no,2,0,1,0,0,1.441409543,4
2115,15,male,Asian,high school,10.24046778,21,no,2,1,0,0,1,1.233587021,4
